country_codes,task,year
IRL,exp3_vardiscount2,2046
IRL,exp3_vardiscount2,2047
IRL,exp3_vardiscount2,2048
IRL,exp3_vardiscount2,2049
IRL,exp3_vardiscount2,2050
BHS,exp3_vardiscount2,2025
BHS,exp3_vardiscount2,2026
BHS,exp3_vardiscount2,2027
BHS,exp3_vardiscount2,2028
BHS,exp3_vardiscount2,2029
BHS,exp3_vardiscount2,2030
BHS,exp3_vardiscount2,2031
BHS,exp3_vardiscount2,2032
BHS,exp3_vardiscount2,2033
BHS,exp3_vardiscount2,2034
BHS,exp3_vardiscount2,2035
BHS,exp3_vardiscount2,2036
BHS,exp3_vardiscount2,2037
BHS,exp3_vardiscount2,2038
BHS,exp3_vardiscount2,2039
BHS,exp3_vardiscount2,2040
BHS,exp3_vardiscount2,2041
BHS,exp3_vardiscount2,2042
BHS,exp3_vardiscount2,2043
BHS,exp3_vardiscount2,2044
BHS,exp3_vardiscount2,2045
BHS,exp3_vardiscount2,2046
BHS,exp3_vardiscount2,2047
BHS,exp3_vardiscount2,2048
BHS,exp3_vardiscount2,2049
BHS,exp3_vardiscount2,2050
KWT,exp3_vardiscount2,2025
KWT,exp3_vardiscount2,2026
KWT,exp3_vardiscount2,2027
KWT,exp3_vardiscount2,2028
KWT,exp3_vardiscount2,2029
KWT,exp3_vardiscount2,2030
KWT,exp3_vardiscount2,2031
KWT,exp3_vardiscount2,2032
KWT,exp3_vardiscount2,2033
KWT,exp3_vardiscount2,2034
KWT,exp3_vardiscount2,2035
KWT,exp3_vardiscount2,2036
KWT,exp3_vardiscount2,2037
KWT,exp3_vardiscount2,2038
KWT,exp3_vardiscount2,2039
KWT,exp3_vardiscount2,2040
KWT,exp3_vardiscount2,2041
KWT,exp3_vardiscount2,2042
KWT,exp3_vardiscount2,2043
KWT,exp3_vardiscount2,2044
KWT,exp3_vardiscount2,2045
KWT,exp3_vardiscount2,2046
KWT,exp3_vardiscount2,2047
KWT,exp3_vardiscount2,2048
KWT,exp3_vardiscount2,2049
KWT,exp3_vardiscount2,2050
DEU,exp3_vardiscount2,2025
DEU,exp3_vardiscount2,2026
DEU,exp3_vardiscount2,2027
DEU,exp3_vardiscount2,2028
DEU,exp3_vardiscount2,2029
DEU,exp3_vardiscount2,2030
DEU,exp3_vardiscount2,2031
DEU,exp3_vardiscount2,2032
DEU,exp3_vardiscount2,2033
DEU,exp3_vardiscount2,2034
DEU,exp3_vardiscount2,2035
DEU,exp3_vardiscount2,2036
DEU,exp3_vardiscount2,2037
DEU,exp3_vardiscount2,2038
DEU,exp3_vardiscount2,2039
DEU,exp3_vardiscount2,2040
DEU,exp3_vardiscount2,2041
DEU,exp3_vardiscount2,2042
DEU,exp3_vardiscount2,2043
DEU,exp3_vardiscount2,2044
DEU,exp3_vardiscount2,2045
DEU,exp3_vardiscount2,2046
DEU,exp3_vardiscount2,2047
DEU,exp3_vardiscount2,2048
DEU,exp3_vardiscount2,2049
DEU,exp3_vardiscount2,2050
JPN,exp3_vardiscount2,2025
JPN,exp3_vardiscount2,2026
JPN,exp3_vardiscount2,2027
JPN,exp3_vardiscount2,2028
JPN,exp3_vardiscount2,2029
JPN,exp3_vardiscount2,2030
JPN,exp3_vardiscount2,2031
JPN,exp3_vardiscount2,2032
JPN,exp3_vardiscount2,2033
JPN,exp3_vardiscount2,2034
JPN,exp3_vardiscount2,2035
JPN,exp3_vardiscount2,2036
JPN,exp3_vardiscount2,2037
JPN,exp3_vardiscount2,2038
JPN,exp3_vardiscount2,2039
JPN,exp3_vardiscount2,2040
JPN,exp3_vardiscount2,2041
JPN,exp3_vardiscount2,2042
JPN,exp3_vardiscount2,2043
JPN,exp3_vardiscount2,2044
JPN,exp3_vardiscount2,2045
JPN,exp3_vardiscount2,2046
JPN,exp3_vardiscount2,2047
JPN,exp3_vardiscount2,2048
JPN,exp3_vardiscount2,2049
JPN,exp3_vardiscount2,2050
TZA,exp3_vardiscount2,2025
TZA,exp3_vardiscount2,2026
TZA,exp3_vardiscount2,2027
TZA,exp3_vardiscount2,2028
TZA,exp3_vardiscount2,2029
TZA,exp3_vardiscount2,2030
TZA,exp3_vardiscount2,2031
TZA,exp3_vardiscount2,2032
TZA,exp3_vardiscount2,2033
TZA,exp3_vardiscount2,2034
TZA,exp3_vardiscount2,2035
TZA,exp3_vardiscount2,2036
TZA,exp3_vardiscount2,2037
TZA,exp3_vardiscount2,2038
TZA,exp3_vardiscount2,2039
TZA,exp3_vardiscount2,2040
TZA,exp3_vardiscount2,2041
TZA,exp3_vardiscount2,2042
TZA,exp3_vardiscount2,2043
TZA,exp3_vardiscount2,2044
TZA,exp3_vardiscount2,2045
TZA,exp3_vardiscount2,2046
TZA,exp3_vardiscount2,2047
TZA,exp3_vardiscount2,2048
TZA,exp3_vardiscount2,2049
TZA,exp3_vardiscount2,2050
CRI,exp3_vardiscount2,2025
CRI,exp3_vardiscount2,2026
CRI,exp3_vardiscount2,2027
CRI,exp3_vardiscount2,2028
CRI,exp3_vardiscount2,2029
CRI,exp3_vardiscount2,2030
CRI,exp3_vardiscount2,2031
CRI,exp3_vardiscount2,2032
CRI,exp3_vardiscount2,2033
CRI,exp3_vardiscount2,2034
CRI,exp3_vardiscount2,2035
CRI,exp3_vardiscount2,2036
CRI,exp3_vardiscount2,2037
CRI,exp3_vardiscount2,2038
CRI,exp3_vardiscount2,2039
CRI,exp3_vardiscount2,2040
CRI,exp3_vardiscount2,2041
CRI,exp3_vardiscount2,2042
CRI,exp3_vardiscount2,2043
CRI,exp3_vardiscount2,2044
CRI,exp3_vardiscount2,2045
CRI,exp3_vardiscount2,2046
CRI,exp3_vardiscount2,2047
CRI,exp3_vardiscount2,2048
CRI,exp3_vardiscount2,2049
CRI,exp3_vardiscount2,2050
BFA,exp3_vardiscount2,2025
BFA,exp3_vardiscount2,2026
BFA,exp3_vardiscount2,2027
BFA,exp3_vardiscount2,2028
BFA,exp3_vardiscount2,2029
BFA,exp3_vardiscount2,2030
BFA,exp3_vardiscount2,2031
BFA,exp3_vardiscount2,2032
BFA,exp3_vardiscount2,2033
BFA,exp3_vardiscount2,2034
BFA,exp3_vardiscount2,2035
BFA,exp3_vardiscount2,2036
BFA,exp3_vardiscount2,2037
BFA,exp3_vardiscount2,2038
BFA,exp3_vardiscount2,2039
BFA,exp3_vardiscount2,2040
BFA,exp3_vardiscount2,2041
BFA,exp3_vardiscount2,2042
BFA,exp3_vardiscount2,2043
BFA,exp3_vardiscount2,2044
BFA,exp3_vardiscount2,2045
BFA,exp3_vardiscount2,2046
BFA,exp3_vardiscount2,2047
BFA,exp3_vardiscount2,2048
BFA,exp3_vardiscount2,2049
BFA,exp3_vardiscount2,2050
TCD,exp3_vardiscount2,2025
TCD,exp3_vardiscount2,2026
TCD,exp3_vardiscount2,2027
TCD,exp3_vardiscount2,2028
TCD,exp3_vardiscount2,2029
TCD,exp3_vardiscount2,2030
TCD,exp3_vardiscount2,2031
TCD,exp3_vardiscount2,2032
TCD,exp3_vardiscount2,2033
TCD,exp3_vardiscount2,2034
TCD,exp3_vardiscount2,2035
TCD,exp3_vardiscount2,2036
TCD,exp3_vardiscount2,2037
TCD,exp3_vardiscount2,2038
TCD,exp3_vardiscount2,2039
TCD,exp3_vardiscount2,2040
TCD,exp3_vardiscount2,2041
TCD,exp3_vardiscount2,2042
TCD,exp3_vardiscount2,2043
TCD,exp3_vardiscount2,2044
TCD,exp3_vardiscount2,2045
TCD,exp3_vardiscount2,2046
TCD,exp3_vardiscount2,2047
TCD,exp3_vardiscount2,2048
TCD,exp3_vardiscount2,2049
TCD,exp3_vardiscount2,2050
URY,exp3_vardiscount2,2025
URY,exp3_vardiscount2,2026
URY,exp3_vardiscount2,2027
URY,exp3_vardiscount2,2028
URY,exp3_vardiscount2,2029
URY,exp3_vardiscount2,2030
URY,exp3_vardiscount2,2031
URY,exp3_vardiscount2,2032
URY,exp3_vardiscount2,2033
URY,exp3_vardiscount2,2034
URY,exp3_vardiscount2,2035
URY,exp3_vardiscount2,2036
URY,exp3_vardiscount2,2037
URY,exp3_vardiscount2,2038
URY,exp3_vardiscount2,2039
URY,exp3_vardiscount2,2040
URY,exp3_vardiscount2,2041
URY,exp3_vardiscount2,2042
URY,exp3_vardiscount2,2043
URY,exp3_vardiscount2,2044
URY,exp3_vardiscount2,2045
URY,exp3_vardiscount2,2046
URY,exp3_vardiscount2,2047
URY,exp3_vardiscount2,2048
URY,exp3_vardiscount2,2049
URY,exp3_vardiscount2,2050
KGZ,exp3_vardiscount2,2025
KGZ,exp3_vardiscount2,2026
KGZ,exp3_vardiscount2,2027
KGZ,exp3_vardiscount2,2028
KGZ,exp3_vardiscount2,2029
KGZ,exp3_vardiscount2,2030
KGZ,exp3_vardiscount2,2031
KGZ,exp3_vardiscount2,2032
KGZ,exp3_vardiscount2,2033
KGZ,exp3_vardiscount2,2034
KGZ,exp3_vardiscount2,2035
KGZ,exp3_vardiscount2,2036
KGZ,exp3_vardiscount2,2037
KGZ,exp3_vardiscount2,2038
KGZ,exp3_vardiscount2,2039
KGZ,exp3_vardiscount2,2040
KGZ,exp3_vardiscount2,2041
KGZ,exp3_vardiscount2,2042
KGZ,exp3_vardiscount2,2043
KGZ,exp3_vardiscount2,2044
KGZ,exp3_vardiscount2,2045
KGZ,exp3_vardiscount2,2046
KGZ,exp3_vardiscount2,2047
KGZ,exp3_vardiscount2,2048
KGZ,exp3_vardiscount2,2049
KGZ,exp3_vardiscount2,2050
BEL,exp3_vardiscount2,2025
BEL,exp3_vardiscount2,2026
BEL,exp3_vardiscount2,2027
BEL,exp3_vardiscount2,2028
BEL,exp3_vardiscount2,2029
BEL,exp3_vardiscount2,2030
BEL,exp3_vardiscount2,2031
BEL,exp3_vardiscount2,2032
BEL,exp3_vardiscount2,2033
BEL,exp3_vardiscount2,2034
BEL,exp3_vardiscount2,2035
BEL,exp3_vardiscount2,2036
BEL,exp3_vardiscount2,2037
BEL,exp3_vardiscount2,2038
BEL,exp3_vardiscount2,2039
BEL,exp3_vardiscount2,2040
BEL,exp3_vardiscount2,2041
BEL,exp3_vardiscount2,2042
BEL,exp3_vardiscount2,2043
BEL,exp3_vardiscount2,2044
BEL,exp3_vardiscount2,2045
BEL,exp3_vardiscount2,2046
BEL,exp3_vardiscount2,2047
BEL,exp3_vardiscount2,2048
BEL,exp3_vardiscount2,2049
BEL,exp3_vardiscount2,2050
USA,exp3_vardiscount2,2025
USA,exp3_vardiscount2,2026
USA,exp3_vardiscount2,2027
USA,exp3_vardiscount2,2028
USA,exp3_vardiscount2,2029
USA,exp3_vardiscount2,2030
USA,exp3_vardiscount2,2031
USA,exp3_vardiscount2,2032
USA,exp3_vardiscount2,2033
USA,exp3_vardiscount2,2034
USA,exp3_vardiscount2,2035
USA,exp3_vardiscount2,2036
USA,exp3_vardiscount2,2037
USA,exp3_vardiscount2,2038
USA,exp3_vardiscount2,2039
USA,exp3_vardiscount2,2040
USA,exp3_vardiscount2,2041
USA,exp3_vardiscount2,2042
USA,exp3_vardiscount2,2043
USA,exp3_vardiscount2,2044
USA,exp3_vardiscount2,2045
USA,exp3_vardiscount2,2046
USA,exp3_vardiscount2,2047
USA,exp3_vardiscount2,2048
USA,exp3_vardiscount2,2049
USA,exp3_vardiscount2,2050
UKR,exp3_vardiscount2,2025
UKR,exp3_vardiscount2,2026
UKR,exp3_vardiscount2,2027
UKR,exp3_vardiscount2,2028
UKR,exp3_vardiscount2,2029
UKR,exp3_vardiscount2,2030
UKR,exp3_vardiscount2,2031
UKR,exp3_vardiscount2,2032
UKR,exp3_vardiscount2,2033
UKR,exp3_vardiscount2,2034
UKR,exp3_vardiscount2,2035
UKR,exp3_vardiscount2,2036
UKR,exp3_vardiscount2,2037
UKR,exp3_vardiscount2,2038
UKR,exp3_vardiscount2,2039
UKR,exp3_vardiscount2,2040
UKR,exp3_vardiscount2,2041
UKR,exp3_vardiscount2,2042
UKR,exp3_vardiscount2,2043
UKR,exp3_vardiscount2,2044
UKR,exp3_vardiscount2,2045
UKR,exp3_vardiscount2,2046
UKR,exp3_vardiscount2,2047
UKR,exp3_vardiscount2,2048
UKR,exp3_vardiscount2,2049
UKR,exp3_vardiscount2,2050
AZE,exp3_vardiscount2,2025
AZE,exp3_vardiscount2,2026
AZE,exp3_vardiscount2,2027
AZE,exp3_vardiscount2,2028
AZE,exp3_vardiscount2,2029
AZE,exp3_vardiscount2,2030
AZE,exp3_vardiscount2,2031
AZE,exp3_vardiscount2,2032
AZE,exp3_vardiscount2,2033
AZE,exp3_vardiscount2,2034
AZE,exp3_vardiscount2,2035
AZE,exp3_vardiscount2,2036
AZE,exp3_vardiscount2,2037
AZE,exp3_vardiscount2,2038
AZE,exp3_vardiscount2,2039
AZE,exp3_vardiscount2,2040
AZE,exp3_vardiscount2,2041
AZE,exp3_vardiscount2,2042
AZE,exp3_vardiscount2,2043
AZE,exp3_vardiscount2,2044
AZE,exp3_vardiscount2,2045
AZE,exp3_vardiscount2,2046
AZE,exp3_vardiscount2,2047
AZE,exp3_vardiscount2,2048
AZE,exp3_vardiscount2,2049
AZE,exp3_vardiscount2,2050
VNM,exp3_vardiscount2,2025
VNM,exp3_vardiscount2,2026
VNM,exp3_vardiscount2,2027
VNM,exp3_vardiscount2,2028
VNM,exp3_vardiscount2,2029
VNM,exp3_vardiscount2,2030
VNM,exp3_vardiscount2,2031
VNM,exp3_vardiscount2,2032
VNM,exp3_vardiscount2,2033
VNM,exp3_vardiscount2,2034
VNM,exp3_vardiscount2,2035
VNM,exp3_vardiscount2,2036
VNM,exp3_vardiscount2,2037
VNM,exp3_vardiscount2,2038
VNM,exp3_vardiscount2,2039
VNM,exp3_vardiscount2,2040
VNM,exp3_vardiscount2,2041
VNM,exp3_vardiscount2,2042
VNM,exp3_vardiscount2,2043
VNM,exp3_vardiscount2,2044
VNM,exp3_vardiscount2,2045
VNM,exp3_vardiscount2,2046
VNM,exp3_vardiscount2,2047
VNM,exp3_vardiscount2,2048
VNM,exp3_vardiscount2,2049
VNM,exp3_vardiscount2,2050
PAN,exp3_vardiscount2,2025
PAN,exp3_vardiscount2,2026
PAN,exp3_vardiscount2,2027
PAN,exp3_vardiscount2,2028
PAN,exp3_vardiscount2,2029
PAN,exp3_vardiscount2,2030
PAN,exp3_vardiscount2,2031
PAN,exp3_vardiscount2,2032
PAN,exp3_vardiscount2,2033
PAN,exp3_vardiscount2,2034
PAN,exp3_vardiscount2,2035
PAN,exp3_vardiscount2,2036
PAN,exp3_vardiscount2,2037
PAN,exp3_vardiscount2,2038
PAN,exp3_vardiscount2,2039
PAN,exp3_vardiscount2,2040
PAN,exp3_vardiscount2,2041
PAN,exp3_vardiscount2,2042
PAN,exp3_vardiscount2,2043
PAN,exp3_vardiscount2,2044
PAN,exp3_vardiscount2,2045
PAN,exp3_vardiscount2,2046
PAN,exp3_vardiscount2,2047
PAN,exp3_vardiscount2,2048
PAN,exp3_vardiscount2,2049
PAN,exp3_vardiscount2,2050
AUT,exp3_vardiscount2,2025
AUT,exp3_vardiscount2,2026
AUT,exp3_vardiscount2,2027
AUT,exp3_vardiscount2,2028
AUT,exp3_vardiscount2,2029
AUT,exp3_vardiscount2,2030
AUT,exp3_vardiscount2,2031
AUT,exp3_vardiscount2,2032
AUT,exp3_vardiscount2,2033
AUT,exp3_vardiscount2,2034
AUT,exp3_vardiscount2,2035
AUT,exp3_vardiscount2,2036
AUT,exp3_vardiscount2,2037
AUT,exp3_vardiscount2,2038
AUT,exp3_vardiscount2,2039
AUT,exp3_vardiscount2,2040
AUT,exp3_vardiscount2,2041
AUT,exp3_vardiscount2,2042
AUT,exp3_vardiscount2,2043
AUT,exp3_vardiscount2,2044
AUT,exp3_vardiscount2,2045
AUT,exp3_vardiscount2,2046
AUT,exp3_vardiscount2,2047
AUT,exp3_vardiscount2,2048
AUT,exp3_vardiscount2,2049
AUT,exp3_vardiscount2,2050
CZE,exp3_vardiscount2,2025
CZE,exp3_vardiscount2,2026
CZE,exp3_vardiscount2,2027
CZE,exp3_vardiscount2,2028
CZE,exp3_vardiscount2,2029
CZE,exp3_vardiscount2,2030
CZE,exp3_vardiscount2,2031
CZE,exp3_vardiscount2,2032
CZE,exp3_vardiscount2,2033
CZE,exp3_vardiscount2,2034
CZE,exp3_vardiscount2,2035
CZE,exp3_vardiscount2,2036
CZE,exp3_vardiscount2,2037
CZE,exp3_vardiscount2,2038
CZE,exp3_vardiscount2,2039
CZE,exp3_vardiscount2,2040
CZE,exp3_vardiscount2,2041
CZE,exp3_vardiscount2,2042
CZE,exp3_vardiscount2,2043
CZE,exp3_vardiscount2,2044
CZE,exp3_vardiscount2,2045
CZE,exp3_vardiscount2,2046
CZE,exp3_vardiscount2,2047
CZE,exp3_vardiscount2,2048
CZE,exp3_vardiscount2,2049
CZE,exp3_vardiscount2,2050
ARM,exp3_vardiscount2,2025
ARM,exp3_vardiscount2,2026
ARM,exp3_vardiscount2,2027
ARM,exp3_vardiscount2,2028
ARM,exp3_vardiscount2,2029
ARM,exp3_vardiscount2,2030
ARM,exp3_vardiscount2,2031
ARM,exp3_vardiscount2,2032
ARM,exp3_vardiscount2,2033
ARM,exp3_vardiscount2,2034
ARM,exp3_vardiscount2,2035
ARM,exp3_vardiscount2,2036
ARM,exp3_vardiscount2,2037
ARM,exp3_vardiscount2,2038
ARM,exp3_vardiscount2,2039
ARM,exp3_vardiscount2,2040
ARM,exp3_vardiscount2,2041
ARM,exp3_vardiscount2,2042
ARM,exp3_vardiscount2,2043
ARM,exp3_vardiscount2,2044
ARM,exp3_vardiscount2,2045
ARM,exp3_vardiscount2,2046
ARM,exp3_vardiscount2,2047
ARM,exp3_vardiscount2,2048
ARM,exp3_vardiscount2,2049
ARM,exp3_vardiscount2,2050
KOR,exp3_vardiscount2,2025
KOR,exp3_vardiscount2,2026
KOR,exp3_vardiscount2,2027
KOR,exp3_vardiscount2,2028
KOR,exp3_vardiscount2,2029
KOR,exp3_vardiscount2,2030
KOR,exp3_vardiscount2,2031
KOR,exp3_vardiscount2,2032
KOR,exp3_vardiscount2,2033
KOR,exp3_vardiscount2,2034
KOR,exp3_vardiscount2,2035
KOR,exp3_vardiscount2,2036
KOR,exp3_vardiscount2,2037
KOR,exp3_vardiscount2,2038
KOR,exp3_vardiscount2,2039
KOR,exp3_vardiscount2,2040
KOR,exp3_vardiscount2,2041
KOR,exp3_vardiscount2,2042
KOR,exp3_vardiscount2,2043
KOR,exp3_vardiscount2,2044
KOR,exp3_vardiscount2,2045
KOR,exp3_vardiscount2,2046
KOR,exp3_vardiscount2,2047
KOR,exp3_vardiscount2,2048
KOR,exp3_vardiscount2,2049
KOR,exp3_vardiscount2,2050
BOL,exp3_vardiscount2,2025
BOL,exp3_vardiscount2,2026
BOL,exp3_vardiscount2,2027
BOL,exp3_vardiscount2,2028
BOL,exp3_vardiscount2,2029
BOL,exp3_vardiscount2,2030
BOL,exp3_vardiscount2,2031
BOL,exp3_vardiscount2,2032
BOL,exp3_vardiscount2,2033
BOL,exp3_vardiscount2,2034
BOL,exp3_vardiscount2,2035
BOL,exp3_vardiscount2,2036
BOL,exp3_vardiscount2,2037
BOL,exp3_vardiscount2,2038
BOL,exp3_vardiscount2,2039
BOL,exp3_vardiscount2,2040
BOL,exp3_vardiscount2,2041
BOL,exp3_vardiscount2,2042
BOL,exp3_vardiscount2,2043
BOL,exp3_vardiscount2,2044
BOL,exp3_vardiscount2,2045
BOL,exp3_vardiscount2,2046
BOL,exp3_vardiscount2,2047
BOL,exp3_vardiscount2,2048
BOL,exp3_vardiscount2,2049
BOL,exp3_vardiscount2,2050
COL,exp3_vardiscount2,2025
COL,exp3_vardiscount2,2026
COL,exp3_vardiscount2,2027
COL,exp3_vardiscount2,2028
COL,exp3_vardiscount2,2029
COL,exp3_vardiscount2,2030
COL,exp3_vardiscount2,2031
COL,exp3_vardiscount2,2032
COL,exp3_vardiscount2,2033
COL,exp3_vardiscount2,2034
COL,exp3_vardiscount2,2035
COL,exp3_vardiscount2,2036
COL,exp3_vardiscount2,2037
COL,exp3_vardiscount2,2038
COL,exp3_vardiscount2,2039
COL,exp3_vardiscount2,2040
COL,exp3_vardiscount2,2041
COL,exp3_vardiscount2,2042
COL,exp3_vardiscount2,2043
COL,exp3_vardiscount2,2044
COL,exp3_vardiscount2,2045
COL,exp3_vardiscount2,2046
COL,exp3_vardiscount2,2047
COL,exp3_vardiscount2,2048
COL,exp3_vardiscount2,2049
COL,exp3_vardiscount2,2050
THA,exp3_vardiscount2,2025
THA,exp3_vardiscount2,2026
THA,exp3_vardiscount2,2027
THA,exp3_vardiscount2,2028
THA,exp3_vardiscount2,2029
THA,exp3_vardiscount2,2030
THA,exp3_vardiscount2,2031
THA,exp3_vardiscount2,2032
THA,exp3_vardiscount2,2033
THA,exp3_vardiscount2,2034
THA,exp3_vardiscount2,2035
THA,exp3_vardiscount2,2036
THA,exp3_vardiscount2,2037
THA,exp3_vardiscount2,2038
THA,exp3_vardiscount2,2039
THA,exp3_vardiscount2,2040
THA,exp3_vardiscount2,2041
THA,exp3_vardiscount2,2042
THA,exp3_vardiscount2,2043
THA,exp3_vardiscount2,2044
THA,exp3_vardiscount2,2045
THA,exp3_vardiscount2,2046
THA,exp3_vardiscount2,2047
THA,exp3_vardiscount2,2048
THA,exp3_vardiscount2,2049
THA,exp3_vardiscount2,2050
LBN,exp3_vardiscount2,2025
LBN,exp3_vardiscount2,2026
LBN,exp3_vardiscount2,2027
LBN,exp3_vardiscount2,2028
LBN,exp3_vardiscount2,2029
LBN,exp3_vardiscount2,2030
LBN,exp3_vardiscount2,2031
LBN,exp3_vardiscount2,2032
LBN,exp3_vardiscount2,2033
LBN,exp3_vardiscount2,2034
LBN,exp3_vardiscount2,2035
LBN,exp3_vardiscount2,2036
LBN,exp3_vardiscount2,2037
LBN,exp3_vardiscount2,2038
LBN,exp3_vardiscount2,2039
LBN,exp3_vardiscount2,2040
LBN,exp3_vardiscount2,2041
LBN,exp3_vardiscount2,2042
LBN,exp3_vardiscount2,2043
LBN,exp3_vardiscount2,2044
LBN,exp3_vardiscount2,2045
LBN,exp3_vardiscount2,2046
LBN,exp3_vardiscount2,2047
LBN,exp3_vardiscount2,2048
LBN,exp3_vardiscount2,2049
LBN,exp3_vardiscount2,2050
MDG,exp3_vardiscount2,2025
MDG,exp3_vardiscount2,2026
MDG,exp3_vardiscount2,2027
MDG,exp3_vardiscount2,2028
MDG,exp3_vardiscount2,2029
MDG,exp3_vardiscount2,2030
MDG,exp3_vardiscount2,2031
MDG,exp3_vardiscount2,2032
MDG,exp3_vardiscount2,2033
MDG,exp3_vardiscount2,2034
MDG,exp3_vardiscount2,2035
MDG,exp3_vardiscount2,2036
MDG,exp3_vardiscount2,2037
MDG,exp3_vardiscount2,2038
MDG,exp3_vardiscount2,2039
MDG,exp3_vardiscount2,2040
MDG,exp3_vardiscount2,2041
MDG,exp3_vardiscount2,2042
MDG,exp3_vardiscount2,2043
MDG,exp3_vardiscount2,2044
MDG,exp3_vardiscount2,2045
MDG,exp3_vardiscount2,2046
MDG,exp3_vardiscount2,2047
MDG,exp3_vardiscount2,2048
MDG,exp3_vardiscount2,2049
MDG,exp3_vardiscount2,2050
CIV,exp3_vardiscount2,2025
CIV,exp3_vardiscount2,2026
CIV,exp3_vardiscount2,2027
CIV,exp3_vardiscount2,2028
CIV,exp3_vardiscount2,2029
CIV,exp3_vardiscount2,2030
CIV,exp3_vardiscount2,2031
CIV,exp3_vardiscount2,2032
CIV,exp3_vardiscount2,2033
CIV,exp3_vardiscount2,2034
CIV,exp3_vardiscount2,2035
CIV,exp3_vardiscount2,2036
CIV,exp3_vardiscount2,2037
CIV,exp3_vardiscount2,2038
CIV,exp3_vardiscount2,2039
CIV,exp3_vardiscount2,2040
CIV,exp3_vardiscount2,2041
CIV,exp3_vardiscount2,2042
CIV,exp3_vardiscount2,2043
CIV,exp3_vardiscount2,2044
CIV,exp3_vardiscount2,2045
CIV,exp3_vardiscount2,2046
CIV,exp3_vardiscount2,2047
CIV,exp3_vardiscount2,2048
CIV,exp3_vardiscount2,2049
CIV,exp3_vardiscount2,2050
NOR,exp3_vardiscount2,2025
NOR,exp3_vardiscount2,2026
NOR,exp3_vardiscount2,2027
NOR,exp3_vardiscount2,2028
NOR,exp3_vardiscount2,2029
NOR,exp3_vardiscount2,2030
NOR,exp3_vardiscount2,2031
NOR,exp3_vardiscount2,2032
NOR,exp3_vardiscount2,2033
NOR,exp3_vardiscount2,2034
NOR,exp3_vardiscount2,2035
NOR,exp3_vardiscount2,2036
NOR,exp3_vardiscount2,2037
NOR,exp3_vardiscount2,2038
NOR,exp3_vardiscount2,2039
NOR,exp3_vardiscount2,2040
NOR,exp3_vardiscount2,2041
NOR,exp3_vardiscount2,2042
NOR,exp3_vardiscount2,2043
NOR,exp3_vardiscount2,2044
NOR,exp3_vardiscount2,2045
NOR,exp3_vardiscount2,2046
NOR,exp3_vardiscount2,2047
NOR,exp3_vardiscount2,2048
NOR,exp3_vardiscount2,2049
NOR,exp3_vardiscount2,2050
FIN,exp3_vardiscount2,2025
FIN,exp3_vardiscount2,2026
FIN,exp3_vardiscount2,2027
FIN,exp3_vardiscount2,2028
FIN,exp3_vardiscount2,2029
FIN,exp3_vardiscount2,2030
FIN,exp3_vardiscount2,2031
FIN,exp3_vardiscount2,2032
FIN,exp3_vardiscount2,2033
FIN,exp3_vardiscount2,2034
FIN,exp3_vardiscount2,2035
FIN,exp3_vardiscount2,2036
FIN,exp3_vardiscount2,2037
FIN,exp3_vardiscount2,2038
FIN,exp3_vardiscount2,2039
FIN,exp3_vardiscount2,2040
FIN,exp3_vardiscount2,2041
FIN,exp3_vardiscount2,2042
FIN,exp3_vardiscount2,2043
FIN,exp3_vardiscount2,2044
FIN,exp3_vardiscount2,2045
FIN,exp3_vardiscount2,2046
FIN,exp3_vardiscount2,2047
FIN,exp3_vardiscount2,2048
FIN,exp3_vardiscount2,2049
FIN,exp3_vardiscount2,2050
LKA,exp3_vardiscount2,2025
LKA,exp3_vardiscount2,2026
LKA,exp3_vardiscount2,2027
LKA,exp3_vardiscount2,2028
LKA,exp3_vardiscount2,2029
LKA,exp3_vardiscount2,2030
LKA,exp3_vardiscount2,2031
LKA,exp3_vardiscount2,2032
LKA,exp3_vardiscount2,2033
LKA,exp3_vardiscount2,2034
LKA,exp3_vardiscount2,2035
LKA,exp3_vardiscount2,2036
LKA,exp3_vardiscount2,2037
LKA,exp3_vardiscount2,2038
LKA,exp3_vardiscount2,2039
LKA,exp3_vardiscount2,2040
LKA,exp3_vardiscount2,2041
LKA,exp3_vardiscount2,2042
LKA,exp3_vardiscount2,2043
LKA,exp3_vardiscount2,2044
LKA,exp3_vardiscount2,2045
LKA,exp3_vardiscount2,2046
LKA,exp3_vardiscount2,2047
LKA,exp3_vardiscount2,2048
LKA,exp3_vardiscount2,2049
LKA,exp3_vardiscount2,2050
HRV,exp3_vardiscount2,2025
HRV,exp3_vardiscount2,2026
HRV,exp3_vardiscount2,2027
HRV,exp3_vardiscount2,2028
HRV,exp3_vardiscount2,2029
HRV,exp3_vardiscount2,2030
HRV,exp3_vardiscount2,2031
HRV,exp3_vardiscount2,2032
HRV,exp3_vardiscount2,2033
HRV,exp3_vardiscount2,2034
HRV,exp3_vardiscount2,2035
HRV,exp3_vardiscount2,2036
HRV,exp3_vardiscount2,2037
HRV,exp3_vardiscount2,2038
HRV,exp3_vardiscount2,2039
HRV,exp3_vardiscount2,2040
HRV,exp3_vardiscount2,2041
HRV,exp3_vardiscount2,2042
HRV,exp3_vardiscount2,2043
HRV,exp3_vardiscount2,2044
HRV,exp3_vardiscount2,2045
HRV,exp3_vardiscount2,2046
